名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path
一臂民,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt：一臂民，独臂的奇异民族，身体健壮，皮肤呈古铜色，穿着简朴的兽皮衣物，手持粗犷的木制武器。他们生活在山林之间，与自然和谐共处，表情坚毅而充满智慧。背景为茂密的原始森林，阳光透过树叶洒下斑驳光影，营造出一种神秘而宁静的氛围。整体风格参考古代插画和传统中国美学的彩色水墨风格。,人物\人名\一臂民.png
縁婦,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一位名为縁婦的古代女子，身着华丽的传统汉服，服饰上绣有精致的云纹和凤鸟图案，长发如瀑布般垂下，佩戴着玉制的发饰。她站在一座古色古香的庭院中，周围是盛开的梅花和翠绿的竹林，背景是一片淡雅的山水画。画面采用彩色水墨风格，色彩柔和且富有层次感，展现出一种古典而优雅的美感。,人物\人名\縁婦.png
赤脛之民,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 一群生活在古老东方的神秘部落，赤脛之民，他们以红色的腿胫而闻名。画面中，数名赤脛之民身着兽皮衣物，手持简陋的石制工具和武器，在一片茂密的原始森林中狩猎。他们的腿部被鲜艳的红色覆盖，仿佛是大自然赋予的独特印记。背景是一片郁郁葱葱的山林，远处有巍峨的山峰若隐若现，整个画面充满了原始与神秘的气息，采用传统中国美学的彩色水墨风格绘制。,人物\人名\赤脛之民.png
乗釐,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"咸鳥生乗釐,乗釐生後照,",prompt: 乘釐，古代神话人物，形象为一位仙风道骨的长者，身着飘逸的古装，手持羽扇，面容慈祥而智慧。背景为云雾缭绕的山间，远处有飞鸟和日出，象征其后代后照与太阳的关系。画面采用传统中国彩色水墨风格，线条流畅，色彩淡雅，充满神秘与古朴的气息。,人物\人名\乗釐.png
禺號,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 禺號，古代神话人物，形象为一位身穿华丽古装的男子，手持玉圭，站立于云雾缭绕的山巅之上。背景为层峦叠嶂的群山和蜿蜒的河流，画面采用传统中国彩色水墨风格，色彩淡雅而富有层次感，展现出一种神秘而庄重的氛围。,人物\人名\禺號.png
義均,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"三身生義均,義均是始爲巧倕,是始作下民百巧,",prompt: 三身国的义均，始为巧倕，始作下民百巧。画面中，义均身着古朴的服饰，手持各种精巧工具，周围环绕着他创造的各种工艺品和机械装置，背景是古老的三身国风光，色彩以传统的中国水墨画风格为主，色调温润典雅，充满神秘与智慧的气息。,人物\人名\義均.png
炎居,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"聽訞生炎居,炎居生節並,",prompt: 炎居，古代神话人物，形象为一位身穿古老服饰的智者，长须飘逸，眼神深邃。他身处于一片神秘的山林之中，周围环绕着古老的树木和奇异的花草，背景中隐约可见远古时代的图腾和符号。画面采用传统中国美学的彩色水墨风格，色彩以淡雅为主，辅以金色点缀，展现出一种古老而神秘的气息。,人物\人名\炎居.png
滛梁,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"禺號生滛梁,滛梁生番禺,",prompt: 《山海经》中的滛梁，禺號之子，番禺之父，形象为一位古代智者，身穿传统汉服，头戴冠帽，手持竹简，面容慈祥而智慧。背景为古代中国山水，采用彩色水墨风格绘制，画面中融入了远古神话的神秘氛围和传统中国美学元素。,人物\人名\滛梁.png
晏龍,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"帝俊生晏龍,晏龍生司幽,",prompt: 中国神话人物晏龍，帝俊之子，司幽之父，形象为一位英俊的古代帝王，身穿华丽的龙袍，头戴金色冠冕，手持玉笏，面容威严而慈祥。背景为中国古代宫廷，宫殿富丽堂皇，色彩以金色、红色为主，传统中国美学的彩色水墨风格，画面充满神秘与庄严感。,人物\人名\晏龍.png
贏民,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"鳥足,",prompt: 贏民，鸟足人形，站立于山川之间，脚如鸟爪，身着古朴服饰，面容慈祥，背景为传统中国山水画风格的山峦与河流，色彩以淡雅水墨为主，点缀以细腻的彩色，展现出神秘而和谐的氛围。,人物\人名\贏民.png
噎鳴,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"后土生噎鳴,噎鳴生歳十有二,",prompt: 后土生噎鳴，噎鳴生歳十有二。描绘噎鳴为一位庄严而神秘的古代神祇，身穿华丽的古装长袍，头戴精致的冠冕，面容慈祥而威严。他站在一片祥云之上，周围环绕着十二个象征岁月轮回的小神灵，每个小神灵代表着一个月份，他们手捧各种象征季节变化的物品，如春花、夏果、秋叶和冬雪。画面采用传统中国美学的彩色水墨风格，色彩柔和而富有层次感，背景是飘渺的仙境山川，远处有若隐若现的宫殿和神木，整体营造出一种庄重而神秘的氛围。,人物\人名\噎鳴.png
揺民,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"王亥託于有易河伯僕牛,有易殺王亥取僕牛,河念有易有易潜出爲國於獸方食之名曰揺民,帝舜生戯戯生揺民,",prompt: 揺民，帝舜的后代，拥有着与自然和谐共存的智慧。他身着兽皮制成的服饰，手持一根象征权力与力量的权杖，这根权杖由珍贵木材制成，顶端镶嵌着一颗璀璨的宝石。揺民站在一片广阔的草原上，周围是各种奇异而友好的野兽，天空中飞舞着色彩斑斓的鸟儿。背景是一条蜿蜒流淌的大河，河边生长着茂密的树木，远处可见连绵起伏的山脉。整幅画面采用传统中国彩色水墨风格绘制，展现出一种宁静而又神秘的氛围。,人物\人名\揺民.png
有窮鬼,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 有窮鬼，一位来自《山海经》中的神秘人物，身穿古代服饰，面容憔悴而阴森，手持一根枯木杖，周围环绕着淡淡的幽冥之气。背景为荒凉的山野，天空昏暗，远处有几座模糊的山峰。整体风格参考古代插画和传统中国美学的彩色水墨风格。,人物\人名\有窮鬼.png
夷人,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"在東胡東,",prompt: 一位来自古代东胡以东的夷人，身着传统服饰，头戴羽毛装饰的帽子，手持长弓，站在山林之间。背景是茂密的森林和起伏的山脉，天空中飘着几朵白云。画面采用彩色水墨风格，展现出浓郁的中国传统美学。,人物\人名\夷人.png
蜮人,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"桑姓,食黍,射蜮是食,有人方扞弓射黄蛇,",prompt: 桑姓蜮人，身着古朴的布衣，手持弓箭，正瞄准一条蜿蜒盘旋的黄蛇。背景是茂密的黍田，色彩以水墨为主，辅以淡雅的彩色，展现出古代中国的田园风光。人物形象生动传神，动作流畅自然，整体画面充满浓厚的传统中国美学风格。,人物\人名\蜮人.png
炎融,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"士敬子,炎融生驩頭,",prompt: 炎融，士敬子，炎融生驩頭，古代神话人物，形象为一位身穿古朴长袍的中年男子，面容严肃而慈祥，手持一卷古籍，身旁有一只神鸟相伴，背景为云雾缭绕的山川，采用传统中国美学的彩色水墨风格，画面充满神秘与庄重。,人物\人名\炎融.png
有易,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"王亥託于有易河伯僕牛,有易殺王亥取僕牛,河念有易有易潜出爲國於獸方食之名曰揺民,",prompt: 有易，一位古代部落首领，身着兽皮制成的衣物，手持长矛，站在河岸边。背景是广阔的草原和远处的山峦，天空中飘着几朵白云。画面采用传统中国美学的彩色水墨风格，展现出一种古朴而神秘的氛围。王亥被描绘为倒在地上，身旁散落着一些牛只，象征着被有易所杀并夺取了仆牛的情景。河伯则化身为半人半鱼的形象，从水中探出头来，注视着这一幕。整个画面充满了神话色彩和古老的传说感。,人物\人名\有易.png
祝,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 传统中国美学彩色水墨风格，祝融，传说中的火神，身穿古代战甲，手持火焰长枪，站在熊熊燃烧的火山口旁，周围是熔岩和炽热的火焰，背景是远古山川，天空中飘着淡淡的云雾，整个画面充满神秘而庄严的气息。,人物\人名\祝.png
綽人,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"脩鞈殺綽人,帝念之潜爲之國是此毛民,",prompt: 一位名为綽人的古代人物，他身穿古朴的服饰，面容坚毅。背景中，脩鞈正在与綽人交战，脩鞈手持长剑，表情凶狠。天空中，帝的身影若隐若现，他面带忧虑地注视着这场战斗。画面整体采用传统中国美学的彩色水墨风格，线条流畅，色彩淡雅。场景中还描绘了毛民的形象，他们身披兽皮，生活在简陋的茅草屋中，表现出一种原始而质朴的生活状态。,人物\人名\綽人.png
赤水,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"炎帝之妻赤水之子聽訞生炎居,",prompt: 炎帝之妻赤水，身着古代华服，服饰以红色为主，象征火焰与热情。她站在一片祥云之上，周围环绕着古老的图腾和神秘的符文。她的面容慈祥而庄严，眼神中透露出智慧与力量。背景是绚丽的彩霞，映衬着远处的山川河流，呈现出一种古典而神秘的氛围。画面采用传统中国美学的彩色水墨风格，线条流畅，色彩鲜艳而不失古朴。,人物\人名\赤水.png
折,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 折，一位神秘的古代人物，身穿华丽的长袍，头戴高冠，面容清秀而威严。他站在一片古老的森林之中，四周环绕着奇异的山石和参天古木。他的身后是一片云雾缭绕的山峦，天空中隐约可见几只仙鹤飞翔。画面采用传统中国美学的彩色水墨风格，色彩淡雅而富有层次感，展现出一种超凡脱俗的意境。,人物\人名\折.png
鑿齒,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"羿與鑿齒戰於壽華之野,羿射殺之在崑崙墟東,鑿齒持盾一曰戈,","prompt: 中国古代神话人物鑿齒，羿與鑿齒戰於壽華之野,羿射殺之在崑崙墟東。描绘一场激烈的战斗场景，鑿齒手持盾牌和戈矛，身穿古代战甲，面容狰狞，肌肉发达，眼神凶狠。背景为寿华之野，远处可见昆仑墟的轮廓。整体风格参考古代插画，采用传统中国美学的彩色水墨风格，画面充满动感和张力。",人物\人名\鑿齒.png
燭光,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"二女之靈能照此所方百里,",prompt：烛光，二女之灵，她的光芒能够照亮周围百里的地方。她身着华丽的古代服饰，长发飘逸，手持一盏古朴而神秘的灯笼，灯笼散发出柔和而温暖的光芒，照亮了四周的黑暗。背景是夜晚的山林，远处的山峦若隐若现，整个画面充满了宁静而神秘的氛围。参考古代插画风格和传统中国美学的彩色水墨风格。,人物\人名\燭光.png
張弘,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"在海上捕魚,",prompt: 一位名叫張弘的渔夫在海上捕鱼，他身着传统的渔民服装，手持长竿和渔网，站在一艘古老的木船上。海面上波涛汹涌，远处有几座小岛若隐若现。天空中飘着几朵白云，阳光透过云层洒在海面上，形成斑驳的光影。整幅画面采用彩色水墨风格，展现出浓厚的传统中国美学。,人物\人名\張弘.png
中容,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"帝俊生中容,",prompt: 传统中国美学的彩色水墨风格，中容，帝俊之子，身着华丽古装，头戴玉冠，面容英俊，手持长剑，背景为远古神话中的山川河流，画面充满神秘与庄严的气息。,人物\人名\中容.png
祝融,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"獸身,人靣,乗兩龍,",prompt：祝融，兽身人面，乘两龙，身披火焰般的红袍，手持火把，周围环绕着炽热的火焰，背景为古老的山川和神秘的云雾，画面采用传统中国美学的彩色水墨风格，线条流畅，色彩鲜明。,人物\人名\祝融.png
中容人,人物,人名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"食獸,木實,使四鳥豹虎熊羆,",prompt: 中容人，食兽与木实，使四鸟豹虎熊罴，形象为古代勇士，身着兽皮衣裳，手持长矛，身旁围绕着四种神兽：豹、虎、熊、罴。背景为茂密的山林，古木参天，色彩以传统中国水墨画风格为主，注重线条流畅和意境深远。,人物\人名\中容人.png
