名字,名字（拼音）,原文行,相关人物,章节,相关人物（拼音）,关系,relation
䧿山,queshan（䧿山）,南山經之首曰䧿山。其首曰招搖之山，臨于西海之上，多桂，多金玉。有草焉，其狀如韭而青花，其名曰祝餘，食之不飢。有木焉，其狀如穀而黑理，其花四照，其名曰迷穀，佩之不迷。有獸焉，其狀如禺而白耳，伏行人走，其名曰狌狌，食之善走。麗𪊨之水出焉，而西流注于海，其中多育沛，佩之無瘕疾。|凡䧿山之首，自招搖之山，以至箕尾之山，凡十山，二千九百五十里。其神狀皆鳥身而龍首，其祠之禮：毛用一璋玉瘞，糈用稌米，一壁，稻米、白菅為席。,"南山經之首,麗𪊨之水,育沛,狌狌,西海,祝餘,瘕疾,禺,桂,韭,玉,金,箕尾之山,白菅,璋玉,稻米,稌米,龍,瘞,毛,席,壁,糈",南山經;南山經,"nanshanjingzhishou（南山經之首）,li𪊨zhishui（麗𪊨之水）,yupei（育沛）,shengsheng（狌狌）,xihai（西海）,zhuyu（祝餘）,jiaji（瘕疾）,yu（禺）,gui（桂）,jiu（韭）,yu（玉）,jin（金）,jiweizhishan（箕尾之山）,baijian（白菅）,zhangyu（璋玉）,daomi（稻米）,tumi（稌米）,long（龍）,yi（瘞）,mao（毛）,xi（席）,bi（壁）,xu（糈）","是,流出,无关,有兽,无关,生长,无关,无关,多,无关,无关,无关,包含,用于,用作祭品,用作祭品,用作祭品,无关,用于,用,用于,用作祭品,用作祭品","be,outflow,Independent,There are beasts,Independent,grow,Independent,Independent,many,Independent,Independent,Independent,embody,For,Used as an offering,Used as an offering,Used as an offering,Independent,For,use,For,Used as an offering,Used as an offering"
䮝,hun（䮝）,《北次三經》之首曰太行之山。其首曰歸山，其上有金玉，其下有碧。有獸焉，其狀如麢羊而四角，馬尾而有距，其名曰䮝，善還，其鳴自䚯。有鳥焉，其狀如鵲，白身、赤尾、六足，其名曰䴅，是善驚，其鳴自詨。,"太行之山,北次三經,歸山,羊,麢,馬,䴅,鵲,玉,碧,金",北山經,"taixingzhishan（太行之山）,beicisanjing（北次三經）,guishan（歸山）,yang（羊）,ling（麢）,ma（馬）,fen（䴅）,que（鵲）,yu（玉）,bi（碧）,jin（金）","居住,出现于,居住,类似,像,有,无关,无关,无关,无关,无关","reside,Appeared in,reside,similar,resemble,Yes,Independent,Independent,Independent,Independent,Independent"
䰝山,zengshan（䰝山）,有綦山。又有搖山。有䰝山。又有門戶山。又有盛山。又有待山。有五彩之鳥。,"五彩之鳥,待山,綦山,盛山",大荒東經,"wucaizhiniao（五彩之鳥）,daishan（待山）,qishan（綦山）,shengshan（盛山）","无关,无关,无关,无关","Independent,Independent,Independent,Independent"
䰠武羅,shenwuluo（䰠武羅）,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"青要之山,僕纍,蒲盧,駕鳥,畛水,河曲,墠渚,荀草,鳴玉,禹,鳧,帝,豹,鴢,服,藁,鐻",中山經,"qingyaozhishan（青要之山）,pulei（僕纍）,pulu（蒲盧）,jianiao（駕鳥）,zhenshui（畛水）,hequ（河曲）,shanzhu（墠渚）,xuncao（荀草）,mingyu（鳴玉）,yu（禹）,fu（鳧）,di（帝）,bao（豹）,yao（鴢）,fu（服）,gao（藁）,ju（鐻）","司之,司,无关,无关,无关,无关,司之,无关,如,无关,无关,司,有,无关,无关,无关,穿","Manage it,manage,Independent,Independent,Independent,Independent,Manage it,Independent,as,Independent,Independent,manage,Yes,Independent,Independent,Independent,wear"
䰷魚,bangyu（䰷魚）,又西七十里，曰英山，其上多杻橿，其陰多鐵，其陽多赤金。禺水出焉，北流注于招水，其中多䰷魚，其狀如鱉，其音如羊。其陽多箭䉋，其獸多㸲牛、羬羊。有鳥焉，其狀如鶉，黃身而赤喙，其名曰肥遺，食之已癘，可以殺蟲。,"㸲牛,羬羊,肥遺,英山,禺水,招水,赤金,蟲,鶉,橿,杻,箭,䉋,癘,鐵",西山經,"zuoniu（㸲牛）,qianyang（羬羊）,feiyi（肥遺）,yingshan（英山）,yushui（禺水）,zhaoshui（招水）,chijin（赤金）,chong（蟲）,chun（鶉）,jiang（橿）,chou（杻）,jian（箭）,mei（䉋）,li（癘）,tie（鐵）","无关,无关,无关,出,出,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关","Independent,Independent,Independent,go out,go out,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent"
䰽䰽之魚,beibeizhiyu（䰽䰽之魚）,又北二百里，曰少咸之山，無草木，多青碧。有獸焉，其狀如牛，而赤身、人面、馬足，名曰窫窳，其音如嬰兒，是食人。敦水出焉，東流注于鴈門之水，其中多䰽䰽之魚，食之殺人。,"少咸之山,鴈門之水,窫窳,敦水,青碧,馬,牛,嬰",北山經,"shaoxianzhishan（少咸之山）,yanmenzhishui（鴈門之水）,yayu（窫窳）,dunshui（敦水）,qingbi（青碧）,ma（馬）,niu（牛）,ying（嬰）","存在,流注,无关,存在,无关,无关,无关,无关","exist,Flowing injection,Independent,exist,Independent,Independent,Independent,Independent"
䱇,shan（䱇）,又北三百八十里，曰湖灌之山，其陽多玉，其陰多碧，多馬。湖灌之水出焉，而東流注于海，其中多䱇。有木焉，其葉如柳而赤理。,"湖灌之山,湖灌之水,馬,玉,碧",北山經,"huguanzhishan（湖灌之山）,huguanzhishui（湖灌之水）,ma（馬）,yu（玉）,bi（碧）","存在于,居住,无关,无关,无关","exists,reside,Independent,Independent,Independent"
䱱魚,tiyu（䱱魚）,又東五十里，曰少室之山，百草木成囷。其上有木焉，其名曰帝休，葉狀如楊，其枝五衢，黃華黑實，服者不怒。其上多玉，其下多鐵。休水出焉，而北流注于洛，其中多䱱魚，狀如𥂕蜼而長距，足白而對，食者無蠱疾，可以禦兵。|又東北二百里，曰龍侯之山，無草木，多金玉。決決之水出焉，而東流注于河。其中多人魚，其狀如䱱魚，四足，其音如嬰兒，食之無癡疾。,"少室之山,休水,帝休,蜼,服,囷,楊,枝,蠱,玉,鐵,龍侯之山,人魚,癡疾,河,嬰,玉,金",中山經;北山經,"shaoshizhishan（少室之山）,xiushui（休水）,dixiu（帝休）,wei（蜼）,fu（服）,qun（囷）,yang（楊）,zhi（枝）,gu（蠱）,yu（玉）,tie（鐵）,longhouzhishan（龍侯之山）,renyu（人魚）,chiji（癡疾）,he（河）,ying（嬰）,yu（玉）,jin（金）","出,居住,无关,无关,无关,无关,无关,无关,无,无关,无关,出,相似,无关系,无关,相似,无关,无关","go out,reside,Independent,Independent,Independent,Independent,Independent,Independent,not,Independent,Independent,go out,similar,It doesn't matter,Independent,similar,Independent,Independent"
䱻魚,huayu（䱻魚）,又東南二百里，曰子桐之山。子桐之水出焉；而西流注于餘如之澤。其中多䱻魚，其狀如魚而鳥翼，出入有光，其音如鴛鴦，見則天下大旱。,"子桐之山,子桐之水,餘如之澤,鴛鴦",東山經,"zitongzhishan（子桐之山）,zitongzhishui（子桐之水）,yuruzhize（餘如之澤）,yuanyang（鴛鴦）","出,生活于,居住,音似","go out,lived in,reside,Sound similar"
䲀魚,zhiyu（䲀魚）,又東一百五十里，曰崌山，江水出焉，東流注于大江，其中多怪蛇，多䲀魚，其木多楢杻，多梅梓，其獸多夔牛麢㚟犀兕。有鳥焉；狀如鴞而赤身白首，其名曰竊脂，可以禦火。,"夔牛,怪蛇,竊脂,崌山,大江,江水,犀,㚟,麢,兕,鴞,楢,梓,梅,杻",中山經,"kuiniu（夔牛）,guaishe（怪蛇）,qiezhi（竊脂）,jushan（崌山）,dajiang（大江）,jiangshui（江水）,xi（犀）,chuo（㚟）,ling（麢）,si（兕）,xiao（鴞）,you（楢）,zi（梓）,mei（梅）,chou（杻）","无关,无关,无关,存在,生活在,生活于,无关,无关,无关,无关,无关,无关,无关,无关,无关","Independent,Independent,Independent,exist,live,lived in,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent"
䲃魚,zaoyu（䲃魚）,又北二百里，曰獄法之山，瀤澤之水出焉，而東北流注于泰澤。其中多䲃魚，其狀如鯉而雞足，食之已疣。有獸焉，其狀如犬而人面，善投，見人則笑，其名山𤟤，其行如風，見則天下大風。,"獄法之山,瀤澤之水,山𤟤,泰澤,犬,疣,風,投",北山經,"yufazhishan（獄法之山）,huaizezhishui（瀤澤之水）,shanhui（山𤟤）,taize（泰澤）,quan（犬）,you（疣）,feng（風）,tou（投）","存在,出,无关,流注,无关,治愈,无关,无关","exist,go out,Independent,Flowing injection,Independent,heal,Independent,Independent"
䳋渠,tongqu（䳋渠）,西四十五里，曰松果之山，濩水出焉，北流注于渭，其中多銅。有鳥焉，其名曰䳋渠，其狀如山雞，黑身赤足，可以已𦢊。,"松果之山,濩水,渭,𦢊,銅",西山經,"songguozhishan（松果之山）,huoshui（濩水）,wei（渭）,bao（𦢊）,tong（銅）","居住,无关,无关,治疗,无关","reside,Independent,Independent,treat,Independent"
䳐鳥,ciniao（䳐鳥）,䳐鳥、𪆻鳥，其色青黃，所經國亡。在女祭北。䳐鳥人面，居山上。一曰維鳥、青鳥、黃鳥所集。,"女祭,維鳥,𪆻鳥,青鳥",海外西經,"nvji（女祭）,weiniao（維鳥）,danniao（𪆻鳥）,qingniao（青鳥）","在,无关,并列,集","at,Independent,juxtaposition,assemble"
䳼,䳼（䳼）,玄股之國在其北，其為人衣魚食䳼，使兩鳥夾之。一曰在雨師妾北。,"玄股之國,雨師妾",海外東經,"xuanguzhiguo（玄股之國）,yushiqie（雨師妾）","食,无关","food,Independent"
䴅,fen（䴅）,《北次三經》之首曰太行之山。其首曰歸山，其上有金玉，其下有碧。有獸焉，其狀如麢羊而四角，馬尾而有距，其名曰䮝，善還，其鳴自䚯。有鳥焉，其狀如鵲，白身、赤尾、六足，其名曰䴅，是善驚，其鳴自詨。,"太行之山,北次三經,歸山,羊,䮝,麢,馬,鵲,玉,碧,金",北山經,"taixingzhishan（太行之山）,beicisanjing（北次三經）,guishan（歸山）,yang（羊）,hun（䮝）,ling（麢）,ma（馬）,que（鵲）,yu（玉）,bi（碧）,jin（金）","栖息,记载于,居住,无关,无关,无关,无关,相似,无关,无关,无关","roost,Recorded in,reside,Independent,Independent,Independent,Independent,similar,Independent,Independent,Independent"
䴦,yin（䴦）,西五十里，曰扶豬之山，其上多礝石。有獸焉，其狀如貉而人目，其名曰䴦。虢水出焉，而北流注于洛，其中多瓀石。,"扶豬之山,虢水,礝石,瓀石,貉",中山經,"fuzhuzhishan（扶豬之山）,guoshui（虢水）,ruanshi（礝石）,ruanshi（瓀石）,hao（貉）","居住,无关,无关,无关,像","reside,Independent,Independent,Independent,resemble"
丈夫國,zhangfuguo（丈夫國）,丈夫國在維鳥北，其為人衣冠帶劍。,"維鳥,帶,冠",海外西經,"weiniao（維鳥）,dai（帶）,guan（冠）","南,穿戴,穿戴","south,apparel,apparel"
三危之山,sanweizhishan（三危之山）,又西二百二十里，曰三危之山，三青鳥居之。是山也，廣員百里。其上有獸焉，其狀如牛，白身四角，其毫如披蓑，其名曰𢕟𢓨，是食人。有鳥焉，一首而三身，其狀如𪇱，其名曰鴟。,"三青鳥,三身,牛,𪇱,鴟",西山經,"sanqingniao（三青鳥）,sanshen（三身）,niu（牛）,luo（𪇱）,chi（鴟）","居,无关,无关,无关,居住","reside,Independent,Independent,Independent,reside"
三天子之都,santianzizhidou（三天子之都）,南海之內有衡山。有菌山。有桂山。有山名三天子之都。,"桂山,衡山,菌山,南海",海內經,"guishan（桂山）,hengshan（衡山）,junshan（菌山）,nanhai（南海）","无关,无关,无关,包含","Independent,Independent,Independent,embody"
三天子都,santianzidou（三天子都）,岷三江：首…大江出汶山，北江出曼山，南江出高山。高山在城都西。入海，在長州南。浙江出三天子都，在其東。在閩西北，入海，餘暨南。廬江出三天子都，入江，彭澤西。一曰天子鄣。淮水出餘山，餘山在朝陽東，義鄉西，入海，淮浦北。湘水出舜葬東南陬，西環之。入洞庭下。一曰東南西澤。漢水出鮒魚之山，帝顓頊葬于陽，九嬪葬于陰，四蛇衛之。濛水出漢陽西，入江，聶陽西。溫水出崆峒，崆峒山在臨汾南，入河，華陽北。潁水出少室，少室山在雍氏南，入淮西鄢北。一曰緱氏。汝水出天息山，在梁勉鄉西南，入淮極西北。一曰淮在期思北。涇水出長城北山，山在郁郅長垣北，北入渭，戲北。渭水出鳥鼠同穴山，東注河，入華陰北。白水出蜀，而東南注江，入江州城下。沅水山出象郡鐔城西，入東注江，入下雋西，合洞庭中。贛水出聶都東山，東北注江，入彭澤西。泗水出吳東北而南，西南過湖陵西，而東南注東海，入淮陰北。鬱水出象郡，而西南注南海，入須陵東南。肄水出臨晉西南，而東南注海，入番禺西。潢水出桂陽西北山，東南注肄水，入敦浦西。洛水出洛西山，東北注河，入成皋之西。汾水出上窳北，而西南注河，入皮氏南。沁水出井陘山東，東南注河，入懷東南。濟水出共山南東丘，絕鉅鹿澤，注渤海，入齊琅槐東北。潦水出衛皋東，東南注渤海，入潦陽。虖沱水出晉陽城南，而西至陽曲北，而東注渤海，入越章武北。漳水出山陽東，東注渤海，入章武南。,"長城北山,鮒魚之山,象郡鐔城,帝顓頊,天息山,天子鄣,井陘山,洛西山,岷三江,鉅鹿澤,江州城,番禺,四蛇,餘山,東丘,洞庭,共山,崆峒,曼山,渭水,湘水,沅水,肄水,浙江,漳水,大江,汾水,淮浦,淮水,潢水,漢水,北江,涇水,廬江,洛水,潦水,濛水,白水,南江,沁水,汝水,泗水,彭澤,東海,渤海,南海,城都,下雋,須陵,陽曲,雍氏,郁郅,章武,長垣,朝陽,長州,敦浦,緱氏,桂陽,湖陵,漢陽,華陽,晉陽,臨汾,琅槐,臨晉,潦陽,聶都,聶陽,皮氏,期思,上窳,山陽,舜,鼠,環,蜀,河,濟,鄢,懷,閩,齊",海內東經,"zhangchengbeishan（長城北山）,fuyuzhishan（鮒魚之山）,xiangjunxincheng（象郡鐔城）,dizhuanxu（帝顓頊）,tianxishan（天息山）,tianzizhang（天子鄣）,jingxingshan（井陘山）,luoxishan（洛西山）,minsanjiang（岷三江）,juluze（鉅鹿澤）,jiangzhoucheng（江州城）,panyu（番禺）,sishe（四蛇）,yushan（餘山）,dongqiu（東丘）,dongting（洞庭）,gongshan（共山）,kongdong（崆峒）,manshan（曼山）,weishui（渭水）,xiangshui（湘水）,yuanshui（沅水）,yishui（肄水）,zhejiang（浙江）,zhangshui（漳水）,dajiang（大江）,fenshui（汾水）,huaipu（淮浦）,huaishui（淮水）,huangshui（潢水）,hanshui（漢水）,beijiang（北江）,jingshui（涇水）,lujiang（廬江）,luoshui（洛水）,laoshui（潦水）,mengshui（濛水）,baishui（白水）,nanjiang（南江）,qinshui（沁水）,rushui（汝水）,sishui（泗水）,pengze（彭澤）,donghai（東海）,bohai（渤海）,nanhai（南海）,chengdou（城都）,xiajuan（下雋）,xuling（須陵）,yangqu（陽曲）,yongshi（雍氏）,yuzhi（郁郅）,zhangwu（章武）,zhangyuan（長垣）,chaoyang（朝陽）,zhangzhou（長州）,dunpu（敦浦）,goushi（緱氏）,guiyang（桂陽）,huling（湖陵）,hanyang（漢陽）,huayang（華陽）,jinyang（晉陽）,linfen（臨汾）,langhuai（琅槐）,linjin（臨晉）,laoyang（潦陽）,niedou（聶都）,nieyang（聶陽）,pishi（皮氏）,qisi（期思）,shangyu（上窳）,shanyang（山陽）,shun（舜）,shu（鼠）,huan（環）,shu（蜀）,he（河）,ji（濟）,yan（鄢）,huai（懷）,min（閩）,qi（齊）","无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,出,无关,无关,无关,无关,无关,无关,无关,无关,无关,出,无关,无关,无关,无关,无关,无关,无关,无关,西,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,西北,无关","Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,go out,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,go out,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,west,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,Independent,northwest,Independent"
