名字,原文行,相关人物,章节
竹箭,又西二百里，曰蔓渠之山，其上多金玉，其下多竹箭。伊水出焉，而東流注于洛。有獸焉，其名曰馬腹，其狀如人面虎身，其音如嬰兒，是食人。,"蔓渠之山,馬腹,伊水,虎,嬰,玉,金",中山經
虎,又西二百里，曰蔓渠之山，其上多金玉，其下多竹箭。伊水出焉，而東流注于洛。有獸焉，其名曰馬腹，其狀如人面虎身，其音如嬰兒，是食人。,"蔓渠之山,馬腹,伊水,竹箭,嬰,玉,金",中山經
嬰,又西二百里，曰蔓渠之山，其上多金玉，其下多竹箭。伊水出焉，而東流注于洛。有獸焉，其名曰馬腹，其狀如人面虎身，其音如嬰兒，是食人。,"蔓渠之山,馬腹,伊水,竹箭,虎,玉,金",中山經
玉,又西二百里，曰蔓渠之山，其上多金玉，其下多竹箭。伊水出焉，而東流注于洛。有獸焉，其名曰馬腹，其狀如人面虎身，其音如嬰兒，是食人。,"蔓渠之山,馬腹,伊水,竹箭,虎,嬰,金",中山經
金,又西二百里，曰蔓渠之山，其上多金玉，其下多竹箭。伊水出焉，而東流注于洛。有獸焉，其名曰馬腹，其狀如人面虎身，其音如嬰兒，是食人。,"蔓渠之山,馬腹,伊水,竹箭,虎,嬰,玉",中山經
蔓渠之山,凡濟山經之首，自輝諸之山至于蔓渠之山，凡九山，一千六百七十里，其神皆人面而鳥身。祠用毛，用一吉玉，投而不糈。,"濟山,吉玉,投,毛,糈",中山經
濟山,凡濟山經之首，自輝諸之山至于蔓渠之山，凡九山，一千六百七十里，其神皆人面而鳥身。祠用毛，用一吉玉，投而不糈。,"蔓渠之山,吉玉,投,毛,糈",中山經
吉玉,凡濟山經之首，自輝諸之山至于蔓渠之山，凡九山，一千六百七十里，其神皆人面而鳥身。祠用毛，用一吉玉，投而不糈。,"蔓渠之山,濟山,投,毛,糈",中山經
投,凡濟山經之首，自輝諸之山至于蔓渠之山，凡九山，一千六百七十里，其神皆人面而鳥身。祠用毛，用一吉玉，投而不糈。,"蔓渠之山,濟山,吉玉,毛,糈",中山經
毛,凡濟山經之首，自輝諸之山至于蔓渠之山，凡九山，一千六百七十里，其神皆人面而鳥身。祠用毛，用一吉玉，投而不糈。,"蔓渠之山,濟山,吉玉,投,糈",中山經
糈,凡濟山經之首，自輝諸之山至于蔓渠之山，凡九山，一千六百七十里，其神皆人面而鳥身。祠用毛，用一吉玉，投而不糈。,"蔓渠之山,濟山,吉玉,投,毛",中山經
敖岸之山,《中次三經》萯山之首，曰敖岸之山，其陽多㻬琈之玉，其陰多赭、黃金。神熏池居之。是常出美玉。北望河林，其狀如蒨如舉。有獸焉，其狀如白鹿而四角，名曰夫諸，見則其邑大水。,"㻬琈之玉,熏池,夫諸,白鹿,萯山,河林,美玉,舉,蒨,赭,金",中山經
㻬琈之玉,《中次三經》萯山之首，曰敖岸之山，其陽多㻬琈之玉，其陰多赭、黃金。神熏池居之。是常出美玉。北望河林，其狀如蒨如舉。有獸焉，其狀如白鹿而四角，名曰夫諸，見則其邑大水。,"敖岸之山,熏池,夫諸,白鹿,萯山,河林,美玉,舉,蒨,赭,金",中山經
熏池,《中次三經》萯山之首，曰敖岸之山，其陽多㻬琈之玉，其陰多赭、黃金。神熏池居之。是常出美玉。北望河林，其狀如蒨如舉。有獸焉，其狀如白鹿而四角，名曰夫諸，見則其邑大水。,"敖岸之山,㻬琈之玉,夫諸,白鹿,萯山,河林,美玉,舉,蒨,赭,金",中山經
夫諸,《中次三經》萯山之首，曰敖岸之山，其陽多㻬琈之玉，其陰多赭、黃金。神熏池居之。是常出美玉。北望河林，其狀如蒨如舉。有獸焉，其狀如白鹿而四角，名曰夫諸，見則其邑大水。,"敖岸之山,㻬琈之玉,熏池,白鹿,萯山,河林,美玉,舉,蒨,赭,金",中山經
白鹿,《中次三經》萯山之首，曰敖岸之山，其陽多㻬琈之玉，其陰多赭、黃金。神熏池居之。是常出美玉。北望河林，其狀如蒨如舉。有獸焉，其狀如白鹿而四角，名曰夫諸，見則其邑大水。,"敖岸之山,㻬琈之玉,熏池,夫諸,萯山,河林,美玉,舉,蒨,赭,金",中山經
萯山,《中次三經》萯山之首，曰敖岸之山，其陽多㻬琈之玉，其陰多赭、黃金。神熏池居之。是常出美玉。北望河林，其狀如蒨如舉。有獸焉，其狀如白鹿而四角，名曰夫諸，見則其邑大水。,"敖岸之山,㻬琈之玉,熏池,夫諸,白鹿,河林,美玉,舉,蒨,赭,金",中山經
河林,《中次三經》萯山之首，曰敖岸之山，其陽多㻬琈之玉，其陰多赭、黃金。神熏池居之。是常出美玉。北望河林，其狀如蒨如舉。有獸焉，其狀如白鹿而四角，名曰夫諸，見則其邑大水。,"敖岸之山,㻬琈之玉,熏池,夫諸,白鹿,萯山,美玉,舉,蒨,赭,金",中山經
美玉,《中次三經》萯山之首，曰敖岸之山，其陽多㻬琈之玉，其陰多赭、黃金。神熏池居之。是常出美玉。北望河林，其狀如蒨如舉。有獸焉，其狀如白鹿而四角，名曰夫諸，見則其邑大水。,"敖岸之山,㻬琈之玉,熏池,夫諸,白鹿,萯山,河林,舉,蒨,赭,金",中山經
舉,《中次三經》萯山之首，曰敖岸之山，其陽多㻬琈之玉，其陰多赭、黃金。神熏池居之。是常出美玉。北望河林，其狀如蒨如舉。有獸焉，其狀如白鹿而四角，名曰夫諸，見則其邑大水。,"敖岸之山,㻬琈之玉,熏池,夫諸,白鹿,萯山,河林,美玉,蒨,赭,金",中山經
蒨,《中次三經》萯山之首，曰敖岸之山，其陽多㻬琈之玉，其陰多赭、黃金。神熏池居之。是常出美玉。北望河林，其狀如蒨如舉。有獸焉，其狀如白鹿而四角，名曰夫諸，見則其邑大水。,"敖岸之山,㻬琈之玉,熏池,夫諸,白鹿,萯山,河林,美玉,舉,赭,金",中山經
赭,《中次三經》萯山之首，曰敖岸之山，其陽多㻬琈之玉，其陰多赭、黃金。神熏池居之。是常出美玉。北望河林，其狀如蒨如舉。有獸焉，其狀如白鹿而四角，名曰夫諸，見則其邑大水。,"敖岸之山,㻬琈之玉,熏池,夫諸,白鹿,萯山,河林,美玉,舉,蒨,金",中山經
金,《中次三經》萯山之首，曰敖岸之山，其陽多㻬琈之玉，其陰多赭、黃金。神熏池居之。是常出美玉。北望河林，其狀如蒨如舉。有獸焉，其狀如白鹿而四角，名曰夫諸，見則其邑大水。,"敖岸之山,㻬琈之玉,熏池,夫諸,白鹿,萯山,河林,美玉,舉,蒨,赭",中山經
青要之山,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"䰠武羅,僕纍,蒲盧,駕鳥,畛水,河曲,墠渚,荀草,鳴玉,禹,鳧,帝,豹,鴢,服,藁,鐻",中山經
䰠武羅,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"青要之山,僕纍,蒲盧,駕鳥,畛水,河曲,墠渚,荀草,鳴玉,禹,鳧,帝,豹,鴢,服,藁,鐻",中山經
僕纍,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"青要之山,䰠武羅,蒲盧,駕鳥,畛水,河曲,墠渚,荀草,鳴玉,禹,鳧,帝,豹,鴢,服,藁,鐻",中山經
蒲盧,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"青要之山,䰠武羅,僕纍,駕鳥,畛水,河曲,墠渚,荀草,鳴玉,禹,鳧,帝,豹,鴢,服,藁,鐻",中山經
駕鳥,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"青要之山,䰠武羅,僕纍,蒲盧,畛水,河曲,墠渚,荀草,鳴玉,禹,鳧,帝,豹,鴢,服,藁,鐻",中山經
畛水,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"青要之山,䰠武羅,僕纍,蒲盧,駕鳥,河曲,墠渚,荀草,鳴玉,禹,鳧,帝,豹,鴢,服,藁,鐻",中山經
河曲,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"青要之山,䰠武羅,僕纍,蒲盧,駕鳥,畛水,墠渚,荀草,鳴玉,禹,鳧,帝,豹,鴢,服,藁,鐻",中山經
墠渚,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"青要之山,䰠武羅,僕纍,蒲盧,駕鳥,畛水,河曲,荀草,鳴玉,禹,鳧,帝,豹,鴢,服,藁,鐻",中山經
荀草,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"青要之山,䰠武羅,僕纍,蒲盧,駕鳥,畛水,河曲,墠渚,鳴玉,禹,鳧,帝,豹,鴢,服,藁,鐻",中山經
鳴玉,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"青要之山,䰠武羅,僕纍,蒲盧,駕鳥,畛水,河曲,墠渚,荀草,禹,鳧,帝,豹,鴢,服,藁,鐻",中山經
禹,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"青要之山,䰠武羅,僕纍,蒲盧,駕鳥,畛水,河曲,墠渚,荀草,鳴玉,鳧,帝,豹,鴢,服,藁,鐻",中山經
鳧,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"青要之山,䰠武羅,僕纍,蒲盧,駕鳥,畛水,河曲,墠渚,荀草,鳴玉,禹,帝,豹,鴢,服,藁,鐻",中山經
帝,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"青要之山,䰠武羅,僕纍,蒲盧,駕鳥,畛水,河曲,墠渚,荀草,鳴玉,禹,鳧,豹,鴢,服,藁,鐻",中山經
豹,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"青要之山,䰠武羅,僕纍,蒲盧,駕鳥,畛水,河曲,墠渚,荀草,鳴玉,禹,鳧,帝,鴢,服,藁,鐻",中山經
鴢,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"青要之山,䰠武羅,僕纍,蒲盧,駕鳥,畛水,河曲,墠渚,荀草,鳴玉,禹,鳧,帝,豹,服,藁,鐻",中山經
服,又東十里，曰青要之山，實維帝之密都。北望河曲，是多駕鳥。南望墠渚，禹父之所化，是多僕纍、蒲盧。䰠武羅司之，其狀人面而豹文，小腰而白齒，而穿耳以鐻，其鳴如鳴玉。是山也，宜女子。畛水出焉，而北流注于河。其中有鳥焉，名曰鴢，其狀如鳧，青身而朱目赤尾，食之宜子。有草焉，其狀如葌，而方莖黃華赤實，其本如藁本，名曰荀草，服之美人色。,"青要之山,䰠武羅,僕纍,蒲盧,駕鳥,畛水,河曲,墠渚,荀草,鳴玉,禹,鳧,帝,豹,鴢,藁,鐻",中山經
