名字,原文行,相关人物,章节,关系,名字（拼音）,相关人物（拼音）
榮草,又東北四百里，曰鼓鐙之山，多赤銅。有草焉，名曰榮草，其葉如柳，其本如鷄卵，食之已風。,"赤銅,鷄,風",中山經,"无关,无关,治疗",rongcao（榮草）,"chitong（赤銅）,ji（鷄）,feng（風）"
赤銅,又東北四百里，曰鼓鐙之山，多赤銅。有草焉，名曰榮草，其葉如柳，其本如鷄卵，食之已風。,"榮草,鷄,風",中山經,"无关,无关,无关",chitong（赤銅）,"rongcao（榮草）,ji（鷄）,feng（風）"
鷄,又東北四百里，曰鼓鐙之山，多赤銅。有草焉，名曰榮草，其葉如柳，其本如鷄卵，食之已風。,"榮草,赤銅,風",中山經,"无关,无关,无关",ji（鷄）,"rongcao（榮草）,chitong（赤銅）,feng（風）"
風,又東北四百里，曰鼓鐙之山，多赤銅。有草焉，名曰榮草，其葉如柳，其本如鷄卵，食之已風。,"榮草,赤銅,鷄",中山經,"治疗,治疗,无关",feng（風）,"rongcao（榮草）,chitong（赤銅）,ji（鷄）"
甘棗之山,凡薄山之首，自甘棗之山至于鼓鐙之山，凡十五山，六千六百七十里。歷兒，冢也，其祠禮：毛，太牢之具；縣以吉玉。其餘十三山者，毛用一羊，縣嬰用桑封，瘞而不糈。桑封者，桑主也，方其下而銳其上，而中穿之加金。,"薄山,太牢,桑主,吉玉,羊,縣,瘞,嬰,毛,糈,金",中山經,"属于,无关,无关,无关,用作祭祀,无关,无关,无关,用作祭品,无关,无关",ganzaozhishan（甘棗之山）,"baoshan（薄山）,tailao（太牢）,sangzhu（桑主）,jiyu（吉玉）,yang（羊）,xian（縣）,yi（瘞）,ying（嬰）,mao（毛）,xu（糈）,jin（金）"
薄山,凡薄山之首，自甘棗之山至于鼓鐙之山，凡十五山，六千六百七十里。歷兒，冢也，其祠禮：毛，太牢之具；縣以吉玉。其餘十三山者，毛用一羊，縣嬰用桑封，瘞而不糈。桑封者，桑主也，方其下而銳其上，而中穿之加金。,"甘棗之山,太牢,桑主,吉玉,羊,縣,瘞,嬰,毛,糈,金",中山經,"包含,用于祭祀,无关,用作祭品,用作祭品,祭祀,无关,悬挂,用作祭品,无关,加",baoshan（薄山）,"ganzaozhishan（甘棗之山）,tailao（太牢）,sangzhu（桑主）,jiyu（吉玉）,yang（羊）,xian（縣）,yi（瘞）,ying（嬰）,mao（毛）,xu（糈）,jin（金）"
太牢,凡薄山之首，自甘棗之山至于鼓鐙之山，凡十五山，六千六百七十里。歷兒，冢也，其祠禮：毛，太牢之具；縣以吉玉。其餘十三山者，毛用一羊，縣嬰用桑封，瘞而不糈。桑封者，桑主也，方其下而銳其上，而中穿之加金。,"甘棗之山,薄山,桑主,吉玉,羊,縣,瘞,嬰,毛,糈,金",中山經,"无关,无关,无关,悬挂,无关,用,无关,无关,无关,无关,无关",tailao（太牢）,"ganzaozhishan（甘棗之山）,baoshan（薄山）,sangzhu（桑主）,jiyu（吉玉）,yang（羊）,xian（縣）,yi（瘞）,ying（嬰）,mao（毛）,xu（糈）,jin（金）"
桑主,凡薄山之首，自甘棗之山至于鼓鐙之山，凡十五山，六千六百七十里。歷兒，冢也，其祠禮：毛，太牢之具；縣以吉玉。其餘十三山者，毛用一羊，縣嬰用桑封，瘞而不糈。桑封者，桑主也，方其下而銳其上，而中穿之加金。,"甘棗之山,薄山,太牢,吉玉,羊,縣,瘞,嬰,毛,糈,金",中山經,"无关,无关,无关,无关,无关,悬挂,无关,用,无关,无关,加",sangzhu（桑主）,"ganzaozhishan（甘棗之山）,baoshan（薄山）,tailao（太牢）,jiyu（吉玉）,yang（羊）,xian（縣）,yi（瘞）,ying（嬰）,mao（毛）,xu（糈）,jin（金）"
吉玉,凡薄山之首，自甘棗之山至于鼓鐙之山，凡十五山，六千六百七十里。歷兒，冢也，其祠禮：毛，太牢之具；縣以吉玉。其餘十三山者，毛用一羊，縣嬰用桑封，瘞而不糈。桑封者，桑主也，方其下而銳其上，而中穿之加金。,"甘棗之山,薄山,太牢,桑主,羊,縣,瘞,嬰,毛,糈,金",中山經,"无关,用于祭祀,用,无关,无关,悬挂,无关,无关,悬挂,无关,无关",jiyu（吉玉）,"ganzaozhishan（甘棗之山）,baoshan（薄山）,tailao（太牢）,sangzhu（桑主）,yang（羊）,xian（縣）,yi（瘞）,ying（嬰）,mao（毛）,xu（糈）,jin（金）"
羊,凡薄山之首，自甘棗之山至于鼓鐙之山，凡十五山，六千六百七十里。歷兒，冢也，其祠禮：毛，太牢之具；縣以吉玉。其餘十三山者，毛用一羊，縣嬰用桑封，瘞而不糈。桑封者，桑主也，方其下而銳其上，而中穿之加金。,"甘棗之山,薄山,太牢,桑主,吉玉,縣,瘞,嬰,毛,糈,金",中山經,"祭祀,用作祭祀,无关,无关,用作祭品,悬挂,无关,悬挂,用,无关,加",yang（羊）,"ganzaozhishan（甘棗之山）,baoshan（薄山）,tailao（太牢）,sangzhu（桑主）,jiyu（吉玉）,xian（縣）,yi（瘞）,ying（嬰）,mao（毛）,xu（糈）,jin（金）"
縣,凡薄山之首，自甘棗之山至于鼓鐙之山，凡十五山，六千六百七十里。歷兒，冢也，其祠禮：毛，太牢之具；縣以吉玉。其餘十三山者，毛用一羊，縣嬰用桑封，瘞而不糈。桑封者，桑主也，方其下而銳其上，而中穿之加金。,"甘棗之山,薄山,太牢,桑主,吉玉,羊,瘞,嬰,毛,糈,金",中山經,"无关,无关,无关,用,悬挂,用,无关,用,无关,无关,加",xian（縣）,"ganzaozhishan（甘棗之山）,baoshan（薄山）,tailao（太牢）,sangzhu（桑主）,jiyu（吉玉）,yang（羊）,yi（瘞）,ying（嬰）,mao（毛）,xu（糈）,jin（金）"
瘞,凡薄山之首，自甘棗之山至于鼓鐙之山，凡十五山，六千六百七十里。歷兒，冢也，其祠禮：毛，太牢之具；縣以吉玉。其餘十三山者，毛用一羊，縣嬰用桑封，瘞而不糈。桑封者，桑主也，方其下而銳其上，而中穿之加金。,"甘棗之山,薄山,太牢,桑主,吉玉,羊,縣,嬰,毛,糈,金",中山經,"无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,加",yi（瘞）,"ganzaozhishan（甘棗之山）,baoshan（薄山）,tailao（太牢）,sangzhu（桑主）,jiyu（吉玉）,yang（羊）,xian（縣）,ying（嬰）,mao（毛）,xu（糈）,jin（金）"
嬰,凡薄山之首，自甘棗之山至于鼓鐙之山，凡十五山，六千六百七十里。歷兒，冢也，其祠禮：毛，太牢之具；縣以吉玉。其餘十三山者，毛用一羊，縣嬰用桑封，瘞而不糈。桑封者，桑主也，方其下而銳其上，而中穿之加金。,"甘棗之山,薄山,太牢,桑主,吉玉,羊,縣,瘞,毛,糈,金",中山經,"用,无关,无关,用作,无关,无关,用,无关,无关,无关,加",ying（嬰）,"ganzaozhishan（甘棗之山）,baoshan（薄山）,tailao（太牢）,sangzhu（桑主）,jiyu（吉玉）,yang（羊）,xian（縣）,yi（瘞）,mao（毛）,xu（糈）,jin（金）"
毛,凡薄山之首，自甘棗之山至于鼓鐙之山，凡十五山，六千六百七十里。歷兒，冢也，其祠禮：毛，太牢之具；縣以吉玉。其餘十三山者，毛用一羊，縣嬰用桑封，瘞而不糈。桑封者，桑主也，方其下而銳其上，而中穿之加金。,"甘棗之山,薄山,太牢,桑主,吉玉,羊,縣,瘞,嬰,糈,金",中山經,"用作祭祀,用于,用作,无关,悬挂,用,用作,无关,用,无关,加",mao（毛）,"ganzaozhishan（甘棗之山）,baoshan（薄山）,tailao（太牢）,sangzhu（桑主）,jiyu（吉玉）,yang（羊）,xian（縣）,yi（瘞）,ying（嬰）,xu（糈）,jin（金）"
糈,凡薄山之首，自甘棗之山至于鼓鐙之山，凡十五山，六千六百七十里。歷兒，冢也，其祠禮：毛，太牢之具；縣以吉玉。其餘十三山者，毛用一羊，縣嬰用桑封，瘞而不糈。桑封者，桑主也，方其下而銳其上，而中穿之加金。,"甘棗之山,薄山,太牢,桑主,吉玉,羊,縣,瘞,嬰,毛,金",中山經,"无关,无关,无关,无关,无关,无关,无关,无关,无关,无关,无关",xu（糈）,"ganzaozhishan（甘棗之山）,baoshan（薄山）,tailao（太牢）,sangzhu（桑主）,jiyu（吉玉）,yang（羊）,xian（縣）,yi（瘞）,ying（嬰）,mao（毛）,jin（金）"
金,凡薄山之首，自甘棗之山至于鼓鐙之山，凡十五山，六千六百七十里。歷兒，冢也，其祠禮：毛，太牢之具；縣以吉玉。其餘十三山者，毛用一羊，縣嬰用桑封，瘞而不糈。桑封者，桑主也，方其下而銳其上，而中穿之加金。,"甘棗之山,薄山,太牢,桑主,吉玉,羊,縣,瘞,嬰,毛,糈",中山經,"加,加,加,加,无关,加,加,无关,加,加,无关",jin（金）,"ganzaozhishan（甘棗之山）,baoshan（薄山）,tailao（太牢）,sangzhu（桑主）,jiyu（吉玉）,yang（羊）,xian（縣）,yi（瘞）,ying（嬰）,mao（毛）,xu（糈）"
煇諸之山,《中次二經》濟山之首，曰煇諸之山，其上多桑，其獸多閭麋，其鳥多鶡。,"濟山,閭,麋,鶡,桑",中山經,"属于,存在,存在,存在,生长",huizhuzhishan（煇諸之山）,"jishan（濟山）,lv（閭）,mi（麋）,he（鶡）,sang（桑）"
濟山,《中次二經》濟山之首，曰煇諸之山，其上多桑，其獸多閭麋，其鳥多鶡。,"煇諸之山,閭,麋,鶡,桑",中山經,"包含,存在,存在,存在,生长",jishan（濟山）,"huizhuzhishan（煇諸之山）,lv（閭）,mi（麋）,he（鶡）,sang（桑）"
閭,《中次二經》濟山之首，曰煇諸之山，其上多桑，其獸多閭麋，其鳥多鶡。,"煇諸之山,濟山,麋,鶡,桑",中山經,"存在,无关,共存,无关,无关",lv（閭）,"huizhuzhishan（煇諸之山）,jishan（濟山）,mi（麋）,he（鶡）,sang（桑）"
麋,《中次二經》濟山之首，曰煇諸之山，其上多桑，其獸多閭麋，其鳥多鶡。,"煇諸之山,濟山,閭,鶡,桑",中山經,"存在,无关,共存,无关,无关",mi（麋）,"huizhuzhishan（煇諸之山）,jishan（濟山）,lv（閭）,he（鶡）,sang（桑）"
鶡,《中次二經》濟山之首，曰煇諸之山，其上多桑，其獸多閭麋，其鳥多鶡。,"煇諸之山,濟山,閭,麋,桑",中山經,"存在,存在,共存,无关,无关",he（鶡）,"huizhuzhishan（煇諸之山）,jishan（濟山）,lv（閭）,mi（麋）,sang（桑）"
桑,《中次二經》濟山之首，曰煇諸之山，其上多桑，其獸多閭麋，其鳥多鶡。,"煇諸之山,濟山,閭,麋,鶡",中山經,"生长,生长,无关,无关,无关",sang（桑）,"huizhuzhishan（煇諸之山）,jishan（濟山）,lv（閭）,mi（麋）,he（鶡）"
發視之山,又西南二百里，曰發視之山，其上多金玉，其下多砥礪。即魚之水出焉，而西流注于伊水。,"即魚之水,伊水,玉,砥,金,礪",中山經,"流出,流注,存在,存在,存在,存在",fashizhishan（發視之山）,"jiyuzhishui（即魚之水）,yishui（伊水）,yu（玉）,di（砥）,jin（金）,li（礪）"
即魚之水,又西南二百里，曰發視之山，其上多金玉，其下多砥礪。即魚之水出焉，而西流注于伊水。,"發視之山,伊水,玉,砥,金,礪",中山經,"出,流入,无关,无关,无关,无关",jiyuzhishui（即魚之水）,"fashizhishan（發視之山）,yishui（伊水）,yu（玉）,di（砥）,jin（金）,li（礪）"
伊水,又西南二百里，曰發視之山，其上多金玉，其下多砥礪。即魚之水出焉，而西流注于伊水。,"發視之山,即魚之水,玉,砥,金,礪",中山經,"注入,注入,无关,无关,无关,无关",yishui（伊水）,"fashizhishan（發視之山）,jiyuzhishui（即魚之水）,yu（玉）,di（砥）,jin（金）,li（礪）"
玉,又西南二百里，曰發視之山，其上多金玉，其下多砥礪。即魚之水出焉，而西流注于伊水。,"發視之山,即魚之水,伊水,砥,金,礪",中山經,"存在,无关,无关,并列,共存,共存",yu（玉）,"fashizhishan（發視之山）,jiyuzhishui（即魚之水）,yishui（伊水）,di（砥）,jin（金）,li（礪）"
砥,又西南二百里，曰發視之山，其上多金玉，其下多砥礪。即魚之水出焉，而西流注于伊水。,"發視之山,即魚之水,伊水,玉,金,礪",中山經,"存在,出,无关,无关,无关,并列",di（砥）,"fashizhishan（發視之山）,jiyuzhishui（即魚之水）,yishui（伊水）,yu（玉）,jin（金）,li（礪）"
金,又西南二百里，曰發視之山，其上多金玉，其下多砥礪。即魚之水出焉，而西流注于伊水。,"發視之山,即魚之水,伊水,玉,砥,礪",中山經,"存在,出,无关,共存,共存,共存",jin（金）,"fashizhishan（發視之山）,jiyuzhishui（即魚之水）,yishui（伊水）,yu（玉）,di（砥）,li（礪）"
礪,又西南二百里，曰發視之山，其上多金玉，其下多砥礪。即魚之水出焉，而西流注于伊水。,"發視之山,即魚之水,伊水,玉,砥,金",中山經,"存在,出,无关,无关,并列,无关",li（礪）,"fashizhishan（發視之山）,jiyuzhishui（即魚之水）,yishui（伊水）,yu（玉）,di（砥）,jin（金）"
豪山,又西三百里，曰豪山，其上多金玉而無草木。,"玉,金",中山經,"存在,存在",haoshan（豪山）,"yu（玉）,jin（金）"
玉,又西三百里，曰豪山，其上多金玉而無草木。,"豪山,金",中山經,"存在,共存",yu（玉）,"haoshan（豪山）,jin（金）"
金,又西三百里，曰豪山，其上多金玉而無草木。,"豪山,玉",中山經,"存在,并存",jin（金）,"haoshan（豪山）,yu（玉）"
鳴蛇,又西三百里，曰鮮山，多金玉，無草木。鮮水出焉，而北流注于伊水。其中多鳴蛇，其狀如蛇而四翼，其音如磬，見則其邑大旱。,"鮮山,鮮水,伊水,磬,玉,金",中山經,"栖息,出,栖息,如,无关,无关",mingshe（鳴蛇）,"xianshan（鮮山）,xianshui（鮮水）,yishui（伊水）,qing（磬）,yu（玉）,jin（金）"
鮮山,又西三百里，曰鮮山，多金玉，無草木。鮮水出焉，而北流注于伊水。其中多鳴蛇，其狀如蛇而四翼，其音如磬，見則其邑大旱。,"鳴蛇,鮮水,伊水,磬,玉,金",中山經,"存在,出,流注,无关,存在,存在",xianshan（鮮山）,"mingshe（鳴蛇）,xianshui（鮮水）,yishui（伊水）,qing（磬）,yu（玉）,jin（金）"
鮮水,又西三百里，曰鮮山，多金玉，無草木。鮮水出焉，而北流注于伊水。其中多鳴蛇，其狀如蛇而四翼，其音如磬，見則其邑大旱。,"鳴蛇,鮮山,伊水,磬,玉,金",中山經,"包含,出,注入,无关,无关,无关",xianshui（鮮水）,"mingshe（鳴蛇）,xianshan（鮮山）,yishui（伊水）,qing（磬）,yu（玉）,jin（金）"
伊水,又西三百里，曰鮮山，多金玉，無草木。鮮水出焉，而北流注于伊水。其中多鳴蛇，其狀如蛇而四翼，其音如磬，見則其邑大旱。,"鳴蛇,鮮山,鮮水,磬,玉,金",中山經,"包含,流注,流入,无关,无关,无关",yishui（伊水）,"mingshe（鳴蛇）,xianshan（鮮山）,xianshui（鮮水）,qing（磬）,yu（玉）,jin（金）"
磬,又西三百里，曰鮮山，多金玉，無草木。鮮水出焉，而北流注于伊水。其中多鳴蛇，其狀如蛇而四翼，其音如磬，見則其邑大旱。,"鳴蛇,鮮山,鮮水,伊水,玉,金",中山經,"类似,无关,无关,无关,无关,无关",qing（磬）,"mingshe（鳴蛇）,xianshan（鮮山）,xianshui（鮮水）,yishui（伊水）,yu（玉）,jin（金）"
玉,又西三百里，曰鮮山，多金玉，無草木。鮮水出焉，而北流注于伊水。其中多鳴蛇，其狀如蛇而四翼，其音如磬，見則其邑大旱。,"鳴蛇,鮮山,鮮水,伊水,磬,金",中山經,"无关,存在,无关,无关,无关,共存",yu（玉）,"mingshe（鳴蛇）,xianshan（鮮山）,xianshui（鮮水）,yishui（伊水）,qing（磬）,jin（金）"
金,又西三百里，曰鮮山，多金玉，無草木。鮮水出焉，而北流注于伊水。其中多鳴蛇，其狀如蛇而四翼，其音如磬，見則其邑大旱。,"鳴蛇,鮮山,鮮水,伊水,磬,玉",中山經,"无关,存在,无关,无关,无关,共存",jin（金）,"mingshe（鳴蛇）,xianshan（鮮山）,xianshui（鮮水）,yishui（伊水）,qing（磬）,yu（玉）"
化蛇,又西三百里，曰陽山，多石，無草木。陽水出焉，而北流注于伊水。其中多化蛇，其狀如人面而豺身，鳥翼而蛇行，其音如叱呼，見則其邑大水。,"陽山,陽水,伊水,豺,石",中山經,"居住,出,居住,包含,无关",huashe（化蛇）,"yangshan（陽山）,yangshui（陽水）,yishui（伊水）,chai（豺）,shi（石）"
陽山,又西三百里，曰陽山，多石，無草木。陽水出焉，而北流注于伊水。其中多化蛇，其狀如人面而豺身，鳥翼而蛇行，其音如叱呼，見則其邑大水。,"化蛇,陽水,伊水,豺,石",中山經,"存在,出,流入,无关,多",yangshan（陽山）,"huashe（化蛇）,yangshui（陽水）,yishui（伊水）,chai（豺）,shi（石）"
